fips,year,county,jud_district,medianHI,medianHI_MOE,povertyR,yfips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
8029,2015,Delta,7,42586,3447,15.8,201508029,CO,Delta County,29947,17810,8717,9093,155,191,2775,150,NA,14539,rural,West,Mountain,381,NA,1142.129,1814,NA,NA,NA,44,6,47,0,1,13,0,40,31,6,30,5,0,0,0,3,0,NA,NA,NA,40,NA,NA,FALSE,NA,NA,NA,3,29,23,NA,NA,FALSE,NA,NA,NA,5,18,1,122,484,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8029,2016,Delta,7,41798,3884,17.8,201608029,CO,Delta County,29902,17650,8613,9037,176,188,2857,149,NA,14280,rural,West,Mountain,381,NA,1142.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,122,484,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8033,2014,Dolores,22,44235,4721,15.4,201408033,CO,Dolores County,2033,1236,590,646,5,6,56,43,NA,1126,rural,West,Mountain,363,NA,1067.17,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2032,20,2,18,0,1,0,1,14,2,2,0
8033,2015,Dolores,22,44829,4652,14.9,201508033,CO,Dolores County,1977,1202,565,637,2,8,69,44,NA,1079,rural,West,Mountain,363,NA,1067.17,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8033,2016,Dolores,22,46791,4965,13.2,201608033,CO,Dolores County,1980,1178,560,618,4,6,72,48,NA,1048,rural,West,Mountain,363,NA,1067.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8035,2014,Douglas,18,107250,5897,3.7,201408035,CO,Douglas County,305944,204327,103492,100835,9425,2984,16199,724,NA,174995,suburban,West,Mountain,5,19740,840.185,5234,NA,NA,NA,256,42,167,2,22.5,38.5,3,144,133,30,138,14,0,100.5,1,25.5,0,NA,NA,NA,386,42,344,NA,47,NA,NA,0,263,183,28,155,NA,21,NA,NA,0,130,0,0,0,0,312703,3636,266,3370,2,88,15,161,478,2714,161,17
8035,2015,Douglas,18,109926,5076,3.4,201508035,CO,Douglas County,314250,209616,105865,103751,10228,3152,17028,734,NA,178474,suburban,West,Mountain,5,19740,840.185,5781,NA,NA,NA,276,49,169,2,25,42,1,148,147,30,138,14,0,195,1,23,0,NA,NA,NA,373,33,340,NA,45,NA,NA,0,240,160,19,141,NA,21,NA,NA,3,104,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8035,2016,Douglas,18,112399,5799,3.4,201608035,CO,Douglas County,321484,214723,108069,106654,10947,3260,18008,755,NA,181753,suburban,West,Mountain,5,19740,840.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8037,2014,Eagle,5,76661,5616,7.8,201408037,CO,Eagle County,52685,38019,17643,20376,449,362,10547,142,NA,26519,rural,West,Mountain,183,20780,1684.488,1336,NA,NA,NA,80,8,64,0,0,50,0,22,42,8,53,7,1,7,0,9,0,NA,NA,NA,50,NA,NA,FALSE,NA,NA,FALSE,2,27,32,NA,NA,FALSE,0,NA,FALSE,0,20,0,0,0,0,52852,1024,87,937,3,22,6,56,106,780,40,11
8037,2015,Eagle,5,75191,6178,7.6,201508037,CO,Eagle County,53143,38108,17691,20417,479,386,10646,144,NA,26453,rural,West,Mountain,183,20780,1684.488,1336,NA,NA,NA,80,8,64,0,0,50,0,22,42,8,53,7,1,7,0,9,0,NA,NA,NA,52,7,45,FALSE,NA,NA,FALSE,2,29,29,5,24,FALSE,0,NA,FALSE,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8037,2016,Eagle,5,79556,5893,7.9,201608037,CO,Eagle County,53664,38304,17831,20473,467,399,10742,146,NA,26550,rural,West,Mountain,183,20780,1684.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8041,2014,El Paso,4,59286,2118,12.2,201408041,CO,El Paso County,653945,443082,217196,225886,16348,31341,66500,3625,NA,325268,small/mid,West,Mountain,153,17820,2126.845,22473.57,NA,NA,NA,1828,331,1533,19,327,66,17,1402,773,114,913,140,2,35,2,202,44,NA,NA,NA,3399,368,3031,NA,810,NA,NA,0,1710,1601,217,1384,NA,371,NA,NA,0,829,4,336,1153,1423,666108,22359,2566,19793,23,502,445,1596,3538,14231,1894,130
8041,2015,El Paso,4,60050,1755,11,201508041,CO,El Paso County,661792,447624,218708,228916,16580,32300,68897,3715,NA,326132,small/mid,West,Mountain,153,17820,2126.845,22712,NA,NA,NA,1547,247,1177,15,250,323,14,750,706,114,913,88,17,77,2,44,34,NA,NA,NA,3288,341,2947,NA,735,NA,NA,0,1678,1508,197,1311,NA,319,NA,NA,0,794,4,336,1153,1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8041,2016,El Paso,4,63610,2125,11.5,201608041,CO,El Paso County,672453,453929,221285,232644,16993,33185,71819,3730,NA,328202,small/mid,West,Mountain,153,17820,2126.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,336,1153,1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8039,2014,Elbert,18,83603,5738,5.9,201408039,CO,Elbert County,23529,16318,8208,8110,154,144,967,99,NA,14954,suburban,West,Mountain,5,19740,1850.842,461,NA,NA,NA,21,2,17,0,1,2,0,16,16,0,10,14,0,2,0,0,0,NA,NA,NA,33,0,33,FALSE,NA,NA,NA,4,21,9,0,9,FALSE,0,NA,FALSE,1,8,0,0,0,0,23407,20,1,19,0,0,0,1,2,17,0,0
8039,2015,Elbert,18,90270,7288,5.9,201508039,CO,Elbert County,23998,16505,8258,8247,171,153,999,101,NA,15081,suburban,West,Mountain,5,19740,1850.842,461,NA,NA,NA,21,2,17,0,1,2,0,16,16,0,10,14,0,2,0,0,0,NA,NA,NA,23,0,23,FALSE,0,NA,NA,1,18,7,NA,NA,FALSE,0,FALSE,FALSE,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8039,2016,Elbert,18,86693,2835,6,201608039,CO,Elbert County,24553,16771,8367,8404,185,162,1050,111,NA,15263,suburban,West,Mountain,5,19740,1850.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8043,2014,Fremont,11,41385,3023,19.1,201408043,CO,Fremont County,46260,30977,11772,19205,306,1757,4568,608,NA,23738,rural,West,Mountain,159,15860,1533.082,3072,NA,NA,NA,192,18,189,0,15,80,7,105,86,16,53,92,2,1,1,1,0,NA,NA,NA,245,13,232,FALSE,11,NA,NA,0,189,96,14,82,FALSE,NA,NA,NA,3,75,11,2661,8016,6203,46611,911,105,806,5,16,3,81,121,634,47,4
8043,2015,Fremont,11,41967,3403,17.2,201508043,CO,Fremont County,46075,30592,11655,18937,314,1752,4543,584,NA,23399,rural,West,Mountain,159,15860,1533.082,3072,NA,NA,NA,192,18,189,0,15,80,7,105,86,16,53,92,2,1,1,1,0,NA,NA,NA,203,10,193,FALSE,8,NA,NA,0,156,87,11,76,FALSE,NA,NA,NA,2,71,11,2661,8016,6203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8043,2016,Fremont,11,46372,4399,17.5,201608043,CO,Fremont County,46204,30528,11637,18891,314,1742,4588,568,NA,23316,rural,West,Mountain,159,15860,1533.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2661,8016,6203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8045,2014,Garfield,9,62529,4738,10.2,201408045,CO,Garfield County,56888,38456,18617,19839,329,258,10224,261,NA,27384,rural,West,Mountain,183,24060,2947.541,2190,NA,NA,NA,86,14,57,1,2,16,1,51,50,6,94,4,0,2,0,17,0,NA,NA,NA,121,5,116,FALSE,NA,NA,NA,2,88,75,7,68,FALSE,NA,NA,NA,3,53,1,44,182,192,57939,1101,99,1002,2,38,5,54,174,781,37,10
8045,2015,Garfield,9,64487,5701,10.3,201508045,CO,Garfield County,57120,38452,18631,19821,347,269,10241,260,NA,27335,rural,West,Mountain,183,24060,2947.541,2514,NA,NA,NA,106,10,94,0,2,32,1,71,91,6,94,4,0,2,0,17,0,NA,NA,NA,112,6,106,FALSE,NA,NA,NA,2,80,63,5,58,FALSE,0,NA,NA,1,45,1,44,182,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8045,2016,Garfield,9,69161,4740,9.1,201608045,CO,Garfield County,57691,38711,18863,19848,351,265,10374,266,NA,27455,rural,West,Mountain,183,24060,2947.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,182,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8047,2014,Gilpin,1,64752,6701,7.9,201408047,CO,Gilpin County,5520,4006,1887,2119,67,53,244,35,NA,3607,suburban,West,Mountain,5,19740,149.896,1060,NA,NA,NA,45,4,24,0,1,5,0,22,12,0,14,1,0,0,0,0,0,NA,NA,NA,36,NA,NA,NA,6,NA,FALSE,4,26,13,NA,NA,FALSE,NA,NA,FALSE,1,8,0,0,0,0,5667,361,19,342,1,2,0,16,26,301,14,1
8047,2015,Gilpin,1,67389,5934,8,201508047,CO,Gilpin County,5736,4121,1940,2181,69,51,248,44,NA,3709,suburban,West,Mountain,5,19740,149.896,1060,NA,NA,NA,45,4,24,0,1,5,0,22,12,0,14,1,0,0,0,0,0,NA,NA,NA,31,NA,NA,FALSE,5,NA,FALSE,0,22,16,NA,NA,FALSE,NA,NA,FALSE,4,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8047,2016,Gilpin,1,65472,7081,7.5,201608047,CO,Gilpin County,5791,4141,1927,2214,73,51,252,46,NA,3719,suburban,West,Mountain,5,19740,149.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8049,2014,Grand,14,59379,5697,10.4,201408049,CO,Grand County,14296,10157,4730,5427,119,65,704,43,NA,9226,rural,West,Mountain,691,NA,1846.441,771,NA,NA,NA,25,2,12,0,2,2,0,10,7,1,15,2,0,1,0,3,0,NA,NA,NA,25,NA,NA,FALSE,0,NA,NA,2,19,15,NA,NA,FALSE,0,NA,FALSE,2,13,0,0,0,0,12871,140,13,127,0,6,0,7,12,112,3,0
8049,2015,Grand,14,59885,6077,8.3,201508049,CO,Grand County,14536,10186,4761,5425,119,71,720,43,NA,9233,rural,West,Mountain,691,NA,1846.441,771,NA,NA,NA,25,2,12,0,2,2,0,10,7,1,15,2,0,1,0,3,0,NA,NA,NA,27,NA,NA,FALSE,0,NA,NA,2,20,15,NA,NA,FALSE,0,NA,FALSE,2,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8049,2016,Grand,14,63875,6083,8.2,201608049,CO,Grand County,14685,10277,4781,5496,115,82,766,49,NA,9265,rural,West,Mountain,691,NA,1846.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8051,2014,Gunnison,7,48940,5024,14.9,201408051,CO,Gunnison County,15646,11523,5169,6354,95,86,970,98,NA,10274,rural,West,Mountain,633,NA,3239.142,525.1302,NA,NA,NA,17.2488,0.9582669,6.707868,0,0,0.9582669,0,6.707868,4.791334,3.811541,9.528853,0,0,0.9582669,0,0,0,NA,NA,NA,25,NA,NA,NA,NA,NA,FALSE,6,19,13,NA,NA,FALSE,0,NA,FALSE,1,12,0,0,0,0,15628,236,29,207,1,8,1,19,12,180,10,5
8051,2015,Gunnison,7,47619,4414,12.5,201508051,CO,Gunnison County,15835,11635,5232,6403,103,100,978,94,NA,10360,rural,West,Mountain,633,NA,3239.142,525.1302,NA,NA,NA,17.2488,0.9582669,6.707868,0,0,0.9582669,0,6.707868,4.791334,3.811541,9.528853,0,0,0.9582669,0,0,0,NA,NA,NA,29,NA,NA,NA,NA,NA,FALSE,3,22,18,NA,NA,FALSE,0,NA,NA,3,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8051,2016,Gunnison,7,53753,5018,13.8,201608051,CO,Gunnison County,16166,11888,5388,6500,114,106,1042,96,NA,10530,rural,West,Mountain,633,NA,3239.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8053,2014,Hinsdale,7,51241,5478,10.1,201408053,CO,Hinsdale County,804,493,246,247,4,6,26,6,NA,451,rural,West,Mountain,633,NA,1117.231,22.86976,NA,NA,NA,0.7511966,4.17E-02,0.292132,0,0,4.17E-02,0,0.292132,0.2086657,0.1884586,0.4711465,0,0,4.17E-02,0,0,0,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,810,4,0,4,0,0,0,0,1,3,0,0
8053,2015,Hinsdale,7,58613,3925,10.9,201508053,CO,Hinsdale County,773,457,230,227,4,4,22,6,NA,421,rural,West,Mountain,633,NA,1117.231,22.86976,NA,NA,NA,0.7511966,4.17E-02,0.292132,0,0,4.17E-02,0,0.292132,0.2086657,0.1884586,0.4711465,0,0,4.17E-02,0,0,0,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8053,2016,Hinsdale,7,51717,5648,10,201608053,CO,Hinsdale County,764,447,220,227,4,5,23,6,NA,409,rural,West,Mountain,633,NA,1117.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055,2014,Huerfano,3,32750,3421,22,201408055,CO,Huerfano County,6455,3751,1885,1866,38,26,1320,55,NA,2312,rural,West,Mountain,613,NA,1591.033,470,NA,NA,NA,29,3,21,0,2,18,0,4,13,3,19,3,0,1,1,1,0,NA,NA,NA,15,NA,NA,FALSE,0,NA,NA,1,4,7,NA,NA,FALSE,0,NA,NA,1,0,1,185,772,752,6520,143,23,120,2,5,0,16,29,81,7,3
8055,2015,Huerfano,3,33098,3344,23.2,201508055,CO,Huerfano County,6389,3629,1847,1782,38,27,1298,51,NA,2215,rural,West,Mountain,613,NA,1591.033,470,NA,NA,NA,29,3,21,0,2,18,0,4,13,3,19,3,0,1,1,1,0,NA,NA,NA,16,NA,NA,FALSE,0,NA,NA,2,6,11,NA,NA,FALSE,0,NA,NA,2,5,1,185,772,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055,2016,Huerfano,3,34626,3081,21.9,201608055,CO,Huerfano County,6400,3573,1805,1768,41,25,1280,60,NA,2167,rural,West,Mountain,613,NA,1591.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,772,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,2014,Jackson,8,45073,4768,16.6,201408057,CO,Jackson County,1337,878,389,489,3,2,119,7,NA,747,rural,West,Mountain,663,NA,1613.726,72,NA,NA,NA,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1369,2,0,2,0,0,0,0,0,2,0,0
8057,2015,Jackson,8,46905,4828,13.9,201508057,CO,Jackson County,1385,900,399,501,3,5,112,7,NA,773,rural,West,Mountain,663,NA,1613.726,72,NA,NA,NA,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,2016,Jackson,8,46671,5052,14.1,201608057,CO,Jackson County,1351,862,392,470,4,6,110,7,NA,735,rural,West,Mountain,663,NA,1613.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8059,2014,Jefferson,1,70687,1319,8.3,201408059,CO,Jefferson County,551809,377033,187357,189676,11835,4827,55145,2460,NA,302766,suburban,West,Mountain,5,19740,764.243,26801.43,NA,NA,NA,1238,199,1008,4,466.25,52.375,5,630.25,549,75,568,4,2,21,0,53,0,NA,NA,NA,2103,234,1869,NA,163,NA,NA,0,1183,1030,158,872,NA,85,NA,NA,0,616,5,154,528,654,559188,16664,1303,15361,13,250,235,805,1978,12075,1234,74
8059,2015,Jefferson,1,71209,1563,7.9,201508059,CO,Jefferson County,558519,380730,188926,191804,12085,5010,56429,2468,NA,304738,suburban,West,Mountain,5,19740,764.243,21125,NA,NA,NA,1203,208,946,1,522,59,5,555,499,75,568,8,2,21,0,40,0,NA,NA,NA,1968,211,1757,NA,158,NA,NA,0,1090,1008,144,864,NA,76,NA,NA,0,580,5,154,528,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8059,2016,Jefferson,1,74342,2275,7,201608059,CO,Jefferson County,564365,383732,190248,193484,12508,5080,57705,2546,NA,305893,suburban,West,Mountain,5,19740,764.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,154,528,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8061,2014,Kiowa,15,42310,3342,13.5,201408061,CO,Kiowa County,1392,839,414,425,1,8,54,4,NA,772,rural,West,Mountain,500,NA,1767.809,124.6364,NA,NA,NA,4.535819,0.1972095,2.859538,0,0,0.8874428,0,2.169305,1.577676,0,0,9.54E-02,0,0.2958143,0,0.1907228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,2015,Kiowa,15,42108,4303,13.9,201508061,CO,Kiowa County,1380,834,412,422,1,10,60,6,NA,757,rural,West,Mountain,500,NA,1767.809,124.6364,NA,NA,NA,4.535819,0.1972095,2.859538,0,0,0.8874428,0,2.169305,1.577676,0,0,9.54E-02,0,0.2958143,0,0.1907228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8061,2016,Kiowa,15,43951,4670,13.9,201608061,CO,Kiowa County,1384,832,414,418,1,12,61,6,NA,752,rural,West,Mountain,500,NA,1767.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8063,2014,Kit Carson,13,46394,4486,14.9,201408063,CO,Kit Carson County,8234,5405,2132,3273,47,221,1092,39,NA,4006,rural,West,Mountain,626,NA,2160.822,338,NA,NA,NA,27,2,23,0,2,8,0,15,18,1,8,0,0,0,0,2,0,NA,NA,NA,21,NA,NA,FALSE,0,NA,FALSE,0,16,17,NA,NA,FALSE,0,NA,FALSE,0,11,1,182,790,820,7367,127,15,112,0,2,1,12,21,82,9,0
8063,2015,Kit Carson,13,44090,3951,12.2,201508063,CO,Kit Carson County,8007,5136,2151,2985,47,178,1019,36,NA,3856,rural,West,Mountain,626,NA,2160.822,338,NA,NA,NA,27,2,23,0,2,8,0,15,18,1,8,0,0,0,0,2,0,NA,NA,NA,20,NA,NA,FALSE,0,NA,FALSE,0,15,17,4,13,FALSE,NA,NA,FALSE,1,12,1,182,790,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
