fips,year,county,jud_district,medianHI,medianHI_MOE,povertyR,yfips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
8063,2016,Kit Carson,13,48272,3698,14.3,201608063,CO,Kit Carson County,8202,5291,2117,3174,53,238,1081,41,NA,3878,rural,West,Mountain,626,NA,2160.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,182,790,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,2014,La Plata,6,60658,3970,10.7,201408067,CO,La Plata County,53250,37346,18419,18927,297,237,4293,2291,NA,30228,rural,West,Mountain,423,20420,1689.785,2749.925,NA,NA,NA,112.5239,26.65039,81.92526,0,3.948205,10.85756,NA,71.0677,74.98782,11.84018,63.14763,9.866817,0,0,0,6.906773,0,NA,NA,NA,148,13,135,FALSE,6,NA,NA,0,92,94,10,84,FALSE,NA,NA,NA,3,53,1,0,42,42,54054,913,96,817,0,34,12,50,127,637,49,4
8067,2015,La Plata,6,60732,3185,9.4,201508067,CO,La Plata County,53740,37381,18467,18914,310,241,4415,2351,NA,30064,rural,West,Mountain,423,20420,1689.785,2749.925,NA,NA,NA,112.5239,26.65039,81.92526,0,3.948205,10.85756,NA,71.0677,74.98782,11.84018,63.14763,9.866817,0,0,0,6.906773,0,NA,NA,NA,141,8,133,FALSE,7,NA,NA,0,89,91,13,78,FALSE,NA,NA,NA,2,55,1,0,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,2016,La Plata,6,58499,4570,10.9,201608067,CO,La Plata County,54552,37636,18586,19050,308,232,4460,2418,NA,30218,rural,West,Mountain,423,20420,1689.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065,2014,Lake,5,46765,4834,16,201408065,CO,Lake County,7261,5039,2283,2756,31,37,1749,47,NA,3175,rural,West,Mountain,183,NA,376.919,1003,NA,NA,NA,5,1,3,0,0,14,0,3,2,1,11,1,1,0,0,7,0,NA,NA,NA,15,NA,NA,FALSE,0,NA,FALSE,0,9,8,NA,NA,FALSE,0,NA,FALSE,3,NA,0,0,0,0,7359,95,18,77,0,3,1,14,16,51,10,0
8065,2015,Lake,5,45913,4822,15.7,201508065,CO,Lake County,7317,5092,2325,2767,30,38,1752,55,NA,3217,rural,West,Mountain,183,NA,376.919,1003,NA,NA,NA,5,1,3,0,0,14,0,3,2,1,11,1,1,0,0,7,0,NA,NA,NA,20,5,15,FALSE,0,NA,FALSE,0,10,15,5,10,FALSE,0,NA,FALSE,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065,2016,Lake,5,49064,5108,14.6,201608065,CO,Lake County,7444,5198,2360,2838,36,41,1806,57,NA,3258,rural,West,Mountain,183,NA,376.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8069,2014,Larimer,8,57659,2943,12.8,201408069,CO,Larimer County,315859,219366,109302,110064,5608,2631,22639,1200,NA,187288,small/mid,West,Mountain,515,22660,2595.774,10272.14,NA,NA,NA,432,68,393,1,24,112,9,313,219,22,144,54,2,64,1,15,0,NA,NA,NA,800,76,724,NA,48,NA,NA,1,537,429,67,362,FALSE,22,NA,NA,0,290,0,0,0,0,321817,7601,611,6990,4,114,53,440,948,5677,319,46
8069,2015,Larimer,8,64935,2643,12.2,201508069,CO,Larimer County,323673,223651,111117,112534,5923,2804,23502,1242,NA,190180,small/mid,West,Mountain,515,22660,2595.774,11151,NA,NA,NA,483,73,394,1,17,118,5,321,269,22,144,43,2,21,1,15,0,NA,NA,NA,758,65,693,NA,50,NA,NA,1,513,402,42,360,FALSE,25,NA,NA,0,286,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8069,2016,Larimer,8,66561,2623,11.2,201608069,CO,Larimer County,332840,229383,113675,115708,6215,2998,24538,1314,NA,194318,small/mid,West,Mountain,515,22660,2595.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,2014,Las Animas,3,39625,3652,17.4,201408071,CO,Las Animas County,14379,9028,4258,4770,102,188,3795,143,NA,4800,rural,West,Mountain,613,NA,4772.938,172,NA,NA,NA,34,7,48,0,2,24,0,31,43,5,16,0,0,0,0,0,0,NA,NA,NA,49,4,45,FALSE,NA,NA,NA,2,10,21,0,21,FALSE,NA,NA,FALSE,4,NA,1,141,480,484,14296,393,21,372,0,3,4,14,100,263,4,5
8071,2015,Las Animas,3,38858,2839,19.3,201508071,CO,Las Animas County,14031,8735,4083,4652,97,198,3703,138,NA,4599,rural,West,Mountain,613,NA,4772.938,172,NA,NA,NA,34,7,48,0,2,24,0,31,43,5,16,0,0,0,0,0,0,NA,NA,NA,45,NA,NA,FALSE,NA,NA,NA,5,10,23,NA,NA,FALSE,NA,NA,NA,8,NA,1,141,480,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,2016,Las Animas,3,38224,3638,21.6,201608071,CO,Las Animas County,14021,8641,3987,4654,108,203,3698,141,NA,4491,rural,West,Mountain,613,NA,4772.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,141,480,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8073,2014,Lincoln,18,41248,4324,18.3,201408073,CO,Lincoln County,5436,3594,1319,2275,44,275,553,36,NA,2686,rural,West,Mountain,153,NA,2577.679,312,NA,NA,NA,32,3,18,0,1,7,0,13,16,0,0,2,0,0,0,2,0,NA,NA,NA,66,6,60,NA,NA,NA,NA,6,47,34,5,29,FALSE,NA,NA,NA,4,23,1,283,945,953,5451,26,4,22,0,0,1,3,3,15,4,0
8073,2015,Lincoln,18,43188,4272,19.4,201508073,CO,Lincoln County,5507,3647,1362,2285,49,275,577,37,NA,2709,rural,West,Mountain,153,NA,2577.679,312,NA,NA,NA,32,3,18,0,1,7,0,13,16,0,0,2,0,0,0,2,0,NA,NA,NA,59,NA,NA,NA,NA,NA,FALSE,3,41,22,NA,NA,FALSE,NA,NA,NA,3,13,1,283,945,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8073,2016,Lincoln,18,42969,4271,18.1,201608073,CO,Lincoln County,5548,3681,1377,2304,54,283,587,35,NA,2722,rural,West,Mountain,153,NA,2577.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,283,945,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8075,2014,Logan,13,45439,4632,17.7,201408075,CO,Logan County,21680,14746,6098,8648,164,726,2361,136,NA,11359,rural,West,Mountain,571,44540,1838.598,965.8172,NA,NA,NA,90.14294,17.17008,77.26537,0,3.434017,20.6041,NA,68.68034,85.85042,0,8.493119,0,0,8.585042,0,93.42431,0,NA,NA,NA,110,6,104,FALSE,6,NA,NA,3,70,74,7,67,FALSE,4,NA,NA,3,56,1,752,2419,2445,22492,605,69,536,2,26,5,36,82,433,20,1
8075,2015,Logan,13,46306,4123,15.5,201508075,CO,Logan County,21958,14979,6115,8864,178,767,2474,146,NA,11414,rural,West,Mountain,571,44540,1838.598,965.8172,NA,NA,NA,90.14294,17.17008,77.26537,0,3.434017,20.6041,NA,68.68034,85.85042,0,8.493119,0,0,8.585042,0,93.42431,0,NA,NA,NA,97,6,91,FALSE,6,NA,NA,0,65,68,6,62,FALSE,6,NA,NA,0,45,1,752,2419,2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8075,2016,Logan,13,49407,5217,16.4,201608075,CO,Logan County,21968,14933,6115,8818,186,766,2491,150,NA,11340,rural,West,Mountain,571,44540,1838.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,752,2419,2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8077,2014,Mesa,21,50106,3385,15.4,201408077,CO,Mesa County,147250,95355,47389,47966,1048,968,13009,844,NA,79486,small/mid,West,Mountain,677,24300,3328.939,6352.5,NA,NA,NA,579,96.5,476,1.947368,40.5,78,NA,316.5,270.5,30,159,98.5,0,84.5,0,6,0,NA,NA,NA,919,80,839,NA,42,NA,NA,2,652,420,49,371,NA,25,NA,NA,1,305,0,0,0,0,148670,4458,516,3942,3,110,57,346,542,3139,216,45
8077,2015,Mesa,21,51449,2441,14.1,201508077,CO,Mesa County,147215,94758,47133,47625,1034,969,13226,833,NA,78696,small/mid,West,Mountain,677,24300,3328.939,6560,NA,NA,NA,587,90,496,2,70,82,12,315,275,30,159,181,0,9,0,6,0,NA,NA,NA,891,92,799,NA,36,NA,NA,0,643,412,62,350,NA,14,NA,NA,0,290,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8077,2016,Mesa,21,49825,3592,15,201608077,CO,Mesa County,148116,94989,47309,47680,1074,1021,13511,863,NA,78520,small/mid,West,Mountain,677,24300,3328.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8079,2014,Mineral,12,51257,4841,8.9,201408079,CO,Mineral County,732,463,225,238,3,3,18,6,NA,433,rural,West,Mountain,264,NA,875.76,37.21764,NA,NA,NA,1.74929,0.3016016,1.568329,0,6.03E-02,1.447688,NA,0.3016016,1.628649,0,0.8443968,6.03E-02,6.50E-02,0,0,0.1206407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,729,2,1,1,0,0,0,1,0,1,0,0
8079,2015,Mineral,12,50481,5035,9.4,201508079,CO,Mineral County,703,429,205,224,3,3,21,6,NA,396,rural,West,Mountain,264,NA,875.76,37.21764,NA,NA,NA,1.74929,0.3016016,1.568329,0,6.03E-02,1.447688,NA,0.3016016,1.628649,0,0.8443968,6.03E-02,6.50E-02,0,0,0.1206407,0,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8079,2016,Mineral,12,52641,5636,9.3,201608079,CO,Mineral County,743,434,202,232,3,4,27,5,NA,395,rural,West,Mountain,264,NA,875.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8081,2014,Moffat,14,56193,5788,11.2,201408081,CO,Moffat County,13115,8609,4164,4445,75,64,1170,65,NA,7235,rural,West,Mountain,414,18780,4743.244,41,NA,NA,NA,43,8,33,0,2,3,1,35,41,2,28,12,0,39,0,2,0,NA,NA,NA,74,9,65,NA,NA,NA,NA,5,62,50,9,41,FALSE,NA,NA,NA,5,45,1,0,43,45,13009,249,19,230,0,9,0,10,45,176,6,3
8081,2015,Moffat,14,59173,5431,11.7,201508081,CO,Moffat County,12931,8416,4094,4322,73,61,1172,66,NA,7044,rural,West,Mountain,414,18780,4743.244,41,NA,NA,NA,43,8,33,0,2,3,1,35,41,2,28,12,0,39,0,2,0,NA,NA,NA,76,9,67,FALSE,NA,NA,NA,3,66,49,6,43,FALSE,0,NA,NA,3,42,1,0,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8081,2016,Moffat,14,54151,5263,12.9,201608081,CO,Moffat County,12940,8385,4034,4351,72,82,1214,66,NA,6951,rural,West,Mountain,414,18780,4743.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8083,2014,Montezuma,22,44163,3535,16.3,201408083,CO,Montezuma County,25535,15936,8073,7863,126,87,1816,2040,NA,11867,rural,West,Mountain,363,NA,2029.329,0,NA,NA,NA,90,18,74,0,0,0,0,0,38,12,26,3,0,0,0,3,0,NA,NA,NA,79,NA,NA,FALSE,0,NA,NA,0,40,41,5,36,FALSE,NA,NA,NA,1,25,0,0,0,0,25815,532,48,484,0,10,2,36,55,401,26,2
8083,2015,Montezuma,22,42975,4052,19.3,201508083,CO,Montezuma County,25502,15747,8018,7729,123,100,1846,2030,NA,11648,rural,West,Mountain,363,NA,2029.329,0,NA,NA,NA,90,18,74,0,0,0,0,0,38,12,26,3,0,0,0,3,0,NA,NA,NA,82,5,77,FALSE,NA,NA,NA,1,41,38,6,32,FALSE,NA,NA,NA,5,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8083,2016,Montezuma,22,40679,3157,15.1,201608083,CO,Montezuma County,25697,15757,8007,7750,118,104,1893,2070,NA,11572,rural,West,Mountain,363,NA,2029.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8085,2014,Montrose,7,46336,2249,15.5,201408085,CO,Montrose County,40509,24666,12437,12229,231,141,5106,196,NA,18992,rural,West,Mountain,381,33940,2240.946,3128.778,NA,NA,NA,93.14047,17.91163,75.22884,0,2.686744,35.82326,NA,54.63047,63.58628,6.263618,93.95428,10.74698,0.8968922,0.8954777,2.684408,10.74698,10.74698,NA,NA,NA,77,5,72,FALSE,NA,NA,NA,4,56,55,NA,NA,FALSE,NA,NA,NA,2,42,0,0,0,0,39024,1063,64,999,1,9,8,46,177,777,40,5
8085,2015,Montrose,7,46860,4190,17.7,201508085,CO,Montrose County,40553,24451,12379,12072,249,138,5125,191,NA,18748,rural,West,Mountain,381,33940,2240.946,3128.778,NA,NA,NA,93.14047,17.91163,75.22884,0,2.686744,35.82326,NA,54.63047,63.58628,6.263618,93.95428,10.74698,0.8968922,0.8954777,2.684408,10.74698,0,NA,NA,NA,77,NA,NA,FALSE,NA,NA,NA,5,51,50,5,45,FALSE,0,NA,NA,3,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8085,2016,Montrose,7,43285,2893,16.4,201608085,CO,Montrose County,40534,24328,12332,11996,254,151,5176,200,NA,18547,rural,West,Mountain,381,33940,2240.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8087,2014,Morgan,13,47631,3610,13.4,201408087,CO,Morgan County,28169,17705,8749,8956,127,573,6236,91,NA,10678,rural,West,Mountain,579,22820,1280.485,1732,NA,NA,NA,77,4,50,0,1,25,1,27,68,8,60,9,1,7,1,38,0,NA,NA,NA,114,10,104,FALSE,5,NA,NA,1,53,89,14,75,FALSE,NA,NA,FALSE,2,41,1,0,270,300,27728,492,60,432,0,34,1,25,78,317,32,5
8087,2015,Morgan,13,49087,3968,12.1,201508087,CO,Morgan County,28044,17663,8676,8987,134,618,6333,90,NA,10488,rural,West,Mountain,579,22820,1280.485,1732,NA,NA,NA,77,4,50,0,1,25,1,27,68,8,60,9,1,7,1,38,0,NA,NA,NA,103,10,93,FALSE,NA,NA,NA,5,53,65,9,56,FALSE,NA,NA,NA,4,37,1,0,270,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8087,2016,Morgan,13,49129,4418,11.7,201608087,CO,Morgan County,28145,17690,8649,9041,148,641,6427,106,NA,10368,rural,West,Mountain,579,22820,1280.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,270,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8089,2014,Otero,16,33043,3235,26,201408089,CO,Otero County,18479,11234,5612,5622,104,122,4673,104,NA,6231,rural,West,Mountain,159,NA,1262.126,625.7143,NA,NA,NA,48,10,48,0,0,44,0,14,38,2,36,4,0,4,1,0,0,NA,NA,NA,59,5,54,FALSE,NA,NA,NA,5,23,55,6,49,FALSE,NA,NA,NA,3,18,0,0,0,0,18330,439,24,415,0,4,9,11,134,263,16,2
8089,2015,Otero,16,34970,2891,20.6,201508089,CO,Otero County,18368,11175,5589,5586,108,134,4649,98,NA,6186,rural,West,Mountain,159,NA,1262.126,625.7143,NA,NA,NA,48,10,48,0,0,44,0,14,38,2,36,4,0,4,1,0,0,NA,NA,NA,59,9,50,FALSE,0,NA,NA,2,24,47,9,38,FALSE,0,NA,NA,1,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8089,2016,Otero,16,36773,3474,23.6,201608089,CO,Otero County,18212,11032,5520,5512,109,140,4663,101,NA,6019,rural,West,Mountain,159,NA,1262.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8091,2014,Ouray,7,57242,5900,9.6,201408091,CO,Ouray County,4540,2895,1477,1418,24,15,167,12,NA,2677,rural,West,Mountain,381,NA,541.593,364.7936,NA,NA,NA,10.85953,2.088371,8.771158,0,0.3132556,4.176742,NA,6.369531,7.413717,0.7363814,11.04572,1.253023,0.1031078,0.1045223,0.315592,1.253023,1.253023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,3675,15,3,12,0,1,0,2,4,8,0,0
8091,2015,Ouray,7,60402,5881,9.4,201508091,CO,Ouray County,4560,2857,1448,1409,24,13,181,11,NA,2628,rural,West,Mountain,381,NA,541.593,364.7936,NA,NA,NA,10.85953,2.088371,8.771158,0,0.3132556,4.176742,NA,6.369531,7.413717,0.7363814,11.04572,1.253023,0.1031078,0.1045223,0.315592,1.253023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8091,2016,Ouray,7,66813,5137,8.8,201608091,CO,Ouray County,4589,2840,1448,1392,27,15,179,13,NA,2606,rural,West,Mountain,381,NA,541.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8093,2014,Park,11,58487,5095,9.4,201408093,CO,Park County,16168,11471,5451,6020,105,99,602,108,NA,10557,suburban,West,Mountain,5,19740,2193.903,804,NA,NA,NA,110,20,84,0,2,3,5,92,8,0,16,92,0,1,0,1,0,NA,NA,NA,25,NA,NA,NA,0,FALSE,FALSE,1,24,12,NA,NA,FALSE,0,FALSE,FALSE,0,12,0,0,0,0,16176,68,20,48,0,2,0,18,21,24,3,0
8093,2015,Park,11,63319,5072,9.2,201508093,CO,Park County,16364,11440,5447,5993,118,100,647,117,NA,10458,suburban,West,Mountain,5,19740,2193.903,804,NA,NA,NA,110,20,84,0,2,3,5,92,8,0,16,92,0,1,0,1,0,NA,NA,NA,24,NA,NA,NA,0,FALSE,FALSE,1,23,7,0,7,FALSE,0,FALSE,FALSE,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8093,2016,Park,11,68535,6749,9.2,201608093,CO,Park County,16715,11467,5432,6035,115,100,653,108,NA,10491,suburban,West,Mountain,5,19740,2193.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8095,2014,Phillips,13,47006,4708,11.5,201408095,CO,Phillips County,4363,2543,1257,1286,20,19,507,11,NA,1986,rural,West,Mountain,571,NA,687.928,159.1828,NA,NA,NA,14.85706,2.829917,12.73463,0,0.5659834,3.3959,NA,11.31967,14.14958,0,1.506881,0,0,1.414958,0,16.57569,0,NA,NA,NA,9,NA,NA,FALSE,0,NA,FALSE,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4356,34,7,27,0,4,0,3,9,16,2,0
